Prosodic Collocational Patterns of ZAI and ZHENGZAI in modern Chinese,,,,
Verbs,ZAI,ZHENGZAI,Number of syllables,
想要怎样才能够把那一幕戏演得好,1,0,polysyllabic lexical items,
想一些安慰她的话,0,1,polysyllabic lexical items,
想以前的事,1,0,polysyllabic lexical items,
想应该说些什么话来解决他们的问题,1,0,polysyllabic lexical items,
想拥他复辟,1,0,polysyllabic lexical items,
想有关帮助刘延生的问题,1,0,polysyllabic lexical items,
想喻嘉言为什么这么做,1,0,polysyllabic lexical items,
想运动过去了，广大农民怎样对付冯老兰,1,0,polysyllabic lexical items,
想造成科班,1,0,polysyllabic lexical items,
想怎么办,1,0,polysyllabic lexical items,
想找个机会,1,0,polysyllabic lexical items,
想这段心事,1,0,polysyllabic lexical items,
想这个,1,0,polysyllabic lexical items,
想这个問題,1,0,polysyllabic lexical items,
想这件事,1,0,polysyllabic lexical items,
想这样的问题,1,0,polysyllabic lexical items,
想这样炫耀的办法未免有些杀风景,0,1,polysyllabic lexical items,
想钟老的事情,1,0,polysyllabic lexical items,
想主意,1,0,polysyllabic lexical items,
想子子孙孙能永远如此不能？,1,0,polysyllabic lexical items,
想自己,1,0,polysyllabic lexical items,
想自己的命运,1,0,polysyllabic lexical items,
想自己的前途,0,1,polysyllabic lexical items,
想自己的心事,0,1,polysyllabic lexical items,
想自己还有多少地方需要改进的,1,0,polysyllabic lexical items,
想自己如何消极到如此田地苦到如此如此,1,0,polysyllabic lexical items,
想自己下一步的计划,1,0,polysyllabic lexical items,
想自已永远能如此不能？,1,0,polysyllabic lexical items,
想做什么,1,0,polysyllabic lexical items,
想做一首诗,0,2,polysyllabic lexical items,
为未来着想,1,0,polysyllabic lexical items,
向往,2,0,disyllabic lexical items,
消除,1,2,disyllabic lexical items,
消化,1,0,disyllabic lexical items,
消灭,1,0,disyllabic lexical items,
消灭废品,1,0,polysyllabic lexical items,
消失,8,3,disyllabic lexical items,
校对,0,1,disyllabic lexical items,
笑,94,1,monosyllabic lexical items,
笑啊、说啊,0,1,polysyllabic lexical items,
笑陆涛幼稚,1,0,polysyllabic lexical items,
笑你,1,0,disyllabic lexical items,
笑人,1,0,disyllabic lexical items,
笑谁,1,0,disyllabic lexical items,
笑什么,6,0,polysyllabic lexical items,
笑他,1,0,disyllabic lexical items,
笑他说了违心话,1,0,polysyllabic lexical items,
笑他自己,1,0,polysyllabic lexical items,
笑她,1,0,disyllabic lexical items,
笑我,2,1,disyllabic lexical items,
笑我即将重蹈他人覆辙,1,0,polysyllabic lexical items,
笑自己那得意的妙算,1,0,polysyllabic lexical items,
笑昨天上火车时碰见了一个老兵,1,0,polysyllabic lexical items,
协商,0,1,disyllabic lexical items,
协助厂方设法解决这个困难,0,1,polysyllabic lexical items,
写,8,5,monosyllabic lexical items,
写《回忆录》,1,0,polysyllabic lexical items,
写《金刚经》,2,0,polysyllabic lexical items,
写榜,1,0,disyllabic lexical items,
写大量文学作品,0,1,polysyllabic lexical items,
写第三本,0,1,polysyllabic lexical items,
写读书报告,0,1,polysyllabic lexical items,
写稿,0,1,disyllabic lexical items,
写关于我的书,1,0,polysyllabic lexical items,
写关于自己家庭的第三本书,0,1,polysyllabic lexical items,
写回忆录,1,0,polysyllabic lexical items,
写家书,1,0,polysyllabic lexical items,
写历史,1,0,polysyllabic lexical items,
写两张纸条贴在两方手帕上,0,1,polysyllabic lexical items,
写流水帐,1,0,polysyllabic lexical items,
写日记,2,0,polysyllabic lexical items,
写什么,8,2,polysyllabic lexical items,
写什么东西,1,0,polysyllabic lexical items,
写什么鬼东西,1,0,polysyllabic lexical items,
写什么文字,1,0,polysyllabic lexical items,
写生内心的热烈,1,0,polysyllabic lexical items,
写诗,1,0,disyllabic lexical items,
写诗歌和散文,1,0,polysyllabic lexical items,
写他一生的故事,0,1,polysyllabic lexical items,
写文章,0,1,polysyllabic lexical items,
写戏,1,0,disyllabic lexical items,
写小说,1,1,polysyllabic lexical items,
写些什么,1,0,polysyllabic lexical items,
写信,3,4,disyllabic lexical items,
写一部小说,0,1,polysyllabic lexical items,
写一个更长、更富有文学性的作品,0,1,polysyllabic lexical items,
写一个先驱者与群众思想冲突的悲剧,1,0,polysyllabic lexical items,
写一篇文章,0,1,polysyllabic lexical items,
写一首挽歌,1,0,polysyllabic lexical items,
写一首赞曲,1,0,polysyllabic lexical items,
写遗书,1,0,polysyllabic lexical items,
写冤狱,1,0,polysyllabic lexical items,
写长篇小说,1,0,polysyllabic lexical items,
写这部著作,1,0,polysyllabic lexical items,
写自己,1,0,polysyllabic lexical items,
写字,4,4,disyllabic lexical items,
欣赏,1,0,disyllabic lexical items,
欣赏劳动者照片,0,1,polysyllabic lexical items,
欣赏他妹妹的事业家风度,1,0,polysyllabic lexical items,
欣赏一件不小心弄坏了的艺术品,1,0,polysyllabic lexical items,
形成,2,23,disyllabic lexical items,
形成崇尚高雅艺术的风气,0,1,polysyllabic lexical items,
形成高潮,0,1,polysyllabic lexical items,
形成加快农村经济社会发展的长效机制,0,1,polysyllabic lexical items,
形成所谓的寒蝉效应,0,1,polysyllabic lexical items,
形成一支洪流,0,1,polysyllabic lexical items,
形成之民主政治奠一最令人满意之基础,0,1,polysyllabic lexical items,
形成之民主政治奠一最足令人满意之基础,0,1,polysyllabic lexical items,
形成中国航企真正的全球覆盖,0,1,polysyllabic lexical items,
向往激烈的战斗生活,1,0,polysyllabic lexical items,
休息,7,1,disyllabic lexical items,
修,0,1,monosyllabic lexical items,
修地埂,0,1,polysyllabic lexical items,
修改他和土屋芳雄合著的《人鬼的角逐》,1,0,polysyllabic lexical items,
修改一本以《水浒》为题材的京剧脚本,0,1,polysyllabic lexical items,
修改自己,1,0,polysyllabic lexical items,
修改自己的武侠小说,0,1,polysyllabic lexical items,
修公园,1,0,polysyllabic lexical items,
修剪,1,0,disyllabic lexical items,
修理,0,2,disyllabic lexical items,
修理菊花枝叶,0,1,polysyllabic lexical items,
修理排灌设备,1,0,polysyllabic lexical items,
修马路,2,0,polysyllabic lexical items,
修滩地,0,1,polysyllabic lexical items,
绣花,2,0,disyllabic lexical items,
叙述,1,0,disyllabic lexical items,
叙述别人的事情,1,0,polysyllabic lexical items,
叙述来作壮丁的经过,1,0,polysyllabic lexical items,
叙述一件重大的事,1,0,polysyllabic lexical items,
宣布,0,1,disyllabic lexical items,
宣布戒严,1,0,polysyllabic lexical items,
宣布伊朗是个中立区,1,0,polysyllabic lexical items,
宣传,0,1,disyllabic lexical items,
宣传党的政策,0,1,polysyllabic lexical items,
宣传什么,1,0,polysyllabic lexical items,
旋转,12,0,disyllabic lexical items,
选食堂的炊事员和管理员,1,0,polysyllabic lexical items,
选择和世界上最先锋的艺术家进行合作,1,0,polysyllabic lexical items,
选择生活,2,0,polysyllabic lexical items,
削皮,0,1,disyllabic lexical items,
削苹果,1,0,polysyllabic lexical items,
削弱,1,0,disyllabic lexical items,
削弱美国的军事和政治力量,0,1,polysyllabic lexical items,
学,1,0,monosyllabic lexical items,
学交际舞,0,1,polysyllabic lexical items,
学昆曲,0,2,polysyllabic lexical items,
学什么,1,0,polysyllabic lexical items,
学外文,1,0,polysyllabic lexical items,
学我,1,0,disyllabic lexical items,
学武术,0,1,polysyllabic lexical items,
学习,8,4,disyllabic lexical items,
学习裁缝,0,1,polysyllabic lexical items,
学习各国人民的长处和有益经验,1,0,polysyllabic lexical items,
学习官木生,1,0,polysyllabic lexical items,
学习贯彻习近平新时代中国特色社会主义思想,0,1,polysyllabic lexical items,
学习光学、美术和面部解剖等知识,1,0,polysyllabic lexical items,
学习汉语,0,1,polysyllabic lexical items,
学习汉语国际教育专业,0,1,polysyllabic lexical items,
学习和贯彻十四届五中全会精神,0,1,polysyllabic lexical items,
学习技术,1,0,polysyllabic lexical items,
学习驾驶技术,0,1,polysyllabic lexical items,
学习焦裕禄同志的事迹,1,0,polysyllabic lexical items,
学习毛主席的著作,1,0,polysyllabic lexical items,
学习苗族鸟笼制作,1,0,polysyllabic lexical items,
学习民间音乐,1,0,polysyllabic lexical items,
学习皮肤构造和脚病种类等知识,0,1,polysyllabic lexical items,
学习上网,0,1,polysyllabic lexical items,
学习书法,1,0,polysyllabic lexical items,
学习他们的经验,0,1,polysyllabic lexical items,
"学习团体的工作和
组织的方法",1,0,polysyllabic lexical items,
学习刑法中有关重婚罪的条目,0,1,polysyllabic lexical items,
学习怎样在NBA打球,1,0,polysyllabic lexical items,
学习这个,0,1,polysyllabic lexical items,
学习专业技术,1,0,polysyllabic lexical items,
学习走路,1,0,polysyllabic lexical items,
学样瞎帮忙,1,0,polysyllabic lexical items,
学医,1,0,disyllabic lexical items,
学怎么用中文说“对不起”,1,0,polysyllabic lexical items,
学织毛衣,1,0,polysyllabic lexical items,
学直透事物本质的能力,1,0,polysyllabic lexical items,
学中国话,1,0,polysyllabic lexical items,
寻回久已失去了的思想,0,1,polysyllabic lexical items,
寻找,5,0,disyllabic lexical items,
寻找“非分工”的途径,1,0,polysyllabic lexical items,
寻找“智慧型中年专家”做深度栏目的主持人,1,0,polysyllabic lexical items,
寻找白小姐,0,1,polysyllabic lexical items,
寻找出路,1,0,polysyllabic lexical items,
寻找反抗的出路,1,1,polysyllabic lexical items,
寻找公鸡、袋鼠和小兔,1,0,polysyllabic lexical items,
寻找狗官,0,1,polysyllabic lexical items,
寻找官兵主将,0,1,polysyllabic lexical items,
寻找话题,1,0,polysyllabic lexical items,
寻找机会,2,0,polysyllabic lexical items,
寻找机会试图“回潮”,1,0,polysyllabic lexical items,
寻找记忆里熟悉的面容,1,0,polysyllabic lexical items,
寻找解放和进步道路,0,1,polysyllabic lexical items,
寻找那颗已逝去的星辰,1,0,polysyllabic lexical items,
寻找什么,5,1,polysyllabic lexical items,
寻找什么东西,1,0,polysyllabic lexical items,
寻找尸首,0,1,polysyllabic lexical items,
寻找诗,1,0,polysyllabic lexical items,
寻找思想,0,1,polysyllabic lexical items,
寻找他的抗议的反应,1,0,polysyllabic lexical items,
寻找她,0,1,polysyllabic lexical items,
寻找我的父亲,1,0,polysyllabic lexical items,
寻找我的下落,1,0,polysyllabic lexical items,
寻找习惯围绕在他身边的那颗「行星」,1,0,polysyllabic lexical items,
寻找新的投资,0,1,polysyllabic lexical items,
寻找一个人,1,0,polysyllabic lexical items,
寻找一个途径,1,0,polysyllabic lexical items,
寻找一件什么东西,1,0,polysyllabic lexical items,
寻找一件世界上最宝贵的东,1,0,polysyllabic lexical items,
寻找一种陌生感,1,0,polysyllabic lexical items,
寻找这类方法,1,0,polysyllabic lexical items,
寻找这种感觉,1,0,polysyllabic lexical items,
寻找真正可靠的商业模式,1,0,polysyllabic lexical items,
寻找职业规划机构做员工职业规划设计,1,0,polysyllabic lexical items,
寻找中国文化和西方文化的交叉点,1,0,polysyllabic lexical items,
寻找自己,1,0,polysyllabic lexical items,
寻找最好的发型,1,0,polysyllabic lexical items,
询问,7,0,disyllabic lexical items,
询问、谈论为什么把副排长调走,1,0,polysyllabic lexical items,
询问渐川一带的灾荒情况,0,1,polysyllabic lexical items,
训练,2,0,disyllabic lexical items,
训练沙湾拿吉集团的军官,1,0,polysyllabic lexical items,
训练跳远,1,0,polysyllabic lexical items,
训练吴庭艳集团掌握反游击战术、突击战术和使用战斗机,0,1,polysyllabic lexical items,
训练西德海陆空军的骨干,0,1,polysyllabic lexical items,
训练越南部队,0,1,polysyllabic lexical items,
压迫本国的人民,1,0,polysyllabic lexical items,
压迫他,1,0,polysyllabic lexical items,
压迫她,1,0,polysyllabic lexical items,
压迫我们,1,0,polysyllabic lexical items,
压迫亚洲人民,0,1,polysyllabic lexical items,
压我们年轻,1,0,polysyllabic lexical items,
压制,1,0,disyllabic lexical items,
压制自己的火气,1,0,polysyllabic lexical items,
压制自己的恼怒,1,0,polysyllabic lexical items,
压制自己的情感,1,0,polysyllabic lexical items,
研究,6,2,disyllabic lexical items,
研究、观察,1,0,polysyllabic lexical items,
研究阿里亚斯总统的和平建议,0,1,polysyllabic lexical items,
研究把“万国化油器”铸造成功,1,0,polysyllabic lexical items,
研究把这种技术和目前的电讯网结合起来,0,1,polysyllabic lexical items,
研究办法,1,0,polysyllabic lexical items,
研究包括重新考虑对越南提供经济援助在内的对策,0,1,polysyllabic lexical items,
研究波兰倡议,0,1,polysyllabic lexical items,
研究敌情,1,0,polysyllabic lexical items,
研究第二天的施工问题,1,0,polysyllabic lexical items,
研究对这个问题的处理意见,0,1,polysyllabic lexical items,
研究多份协议草案,1,0,polysyllabic lexical items,
研究改进《华北新华书店最新批发办法》,1,0,polysyllabic lexical items,
研究戈尔巴乔夫提出的建议,0,1,polysyllabic lexical items,
研究各种方法,0,1,polysyllabic lexical items,
研究关于解散政党的建议,0,1,polysyllabic lexical items,
研究规划,0,1,polysyllabic lexical items,
研究和试制小马力动力机械,0,1,polysyllabic lexical items,
研究厚黑这种学理,1,0,polysyllabic lexical items,
研究接应,1,0,polysyllabic lexical items,
研究解决,0,1,polysyllabic lexical items,
研究解决办法,0,1,polysyllabic lexical items,
研究解决新形势下出现的新问题,0,1,polysyllabic lexical items,
研究今后让美国的投资商人怎样在炸裂快活和挣钱,0,1,polysyllabic lexical items,
研究进一步加强投资管理人员管理的办法,0,1,polysyllabic lexical items,
研究军队改革,0,1,polysyllabic lexical items,
研究劳动力调配问题,0,1,polysyllabic lexical items,
研究雷锋是真是假,1,0,polysyllabic lexical items,
研究利用南极虾作食品的问题,1,0,polysyllabic lexical items,
研究联合国秘书长的通告,0,1,polysyllabic lexical items,
研究密裁计划,0,1,polysyllabic lexical items,
研究模特儿相片,0,1,polysyllabic lexical items,
研究谋划“银行港澳青年之家”的建设模式,0,1,polysyllabic lexical items,
研究那帽子,1,0,polysyllabic lexical items,
研究其他国家的经验,1,0,polysyllabic lexical items,
研究情况,1,0,polysyllabic lexical items,
研究如何说好现代长篇书目,0,1,polysyllabic lexical items,
研究三年国民经济计划,0,1,polysyllabic lexical items,
研究三体问题,1,0,polysyllabic lexical items,
"研究设计之防空
工具",1,0,polysyllabic lexical items,
研究社会问题,1,0,polysyllabic lexical items,
研究什么,1,0,polysyllabic lexical items,
研究什么问题,1,0,polysyllabic lexical items,
研究生命课题,1,0,polysyllabic lexical items,
"研究试
验之死光机(怪力线)",0,1,polysyllabic lexical items,
研究数十种对付美国,0,1,polysyllabic lexical items,
研究四川能否种热带植物,0,1,polysyllabic lexical items,
研究苏联和越南签订条约的政治含意,0,1,polysyllabic lexical items,
研究它的历史作用和地位等问题,1,0,polysyllabic lexical items,
研究她的腹部,1,0,polysyllabic lexical items,
研究她的所有物品,1,0,polysyllabic lexical items,
研究台湾情况的问题,0,1,polysyllabic lexical items,
研究探索建立支持推进节能减排的长效机制,0,1,polysyllabic lexical items,
研究推行公开发行和上市证券的保荐制度,0,1,polysyllabic lexical items,
研究小纸条上的字句,0,1,polysyllabic lexical items,
研究新的治安整顿方案,0,1,polysyllabic lexical items,
研究修订原有的中成药价格管理办法,0,1,polysyllabic lexical items,
研究一种叫路由器的新产品,0,1,polysyllabic lexical items,
研究有关法律,0,1,polysyllabic lexical items,
研究有关各方就解决中东问题所提出的方案,0,1,polysyllabic lexical items,
研究这个东西,1,0,polysyllabic lexical items,
研究这个问题,0,2,polysyllabic lexical items,
研究制造光子火箭,1,0,polysyllabic lexical items,
研究制作一种精巧的工艺作物,0,1,polysyllabic lexical items,
研究中国的经史的,1,0,polysyllabic lexical items,
研究中国政府的这个复照,0,1,polysyllabic lexical items,
研究准备搞一个不要石油的工厂,0,1,polysyllabic lexical items,
研究作出答复,0,1,polysyllabic lexical items,
研制,0,1,disyllabic lexical items,
研制光子计算机,0,1,polysyllabic lexical items,
研制另一代的新的四种洲际弹道导弹,1,0,polysyllabic lexical items,
研制蚂蚱酱,1,0,polysyllabic lexical items,
研制新型核武器,1,0,polysyllabic lexical items,
研制新型坦克,1,0,polysyllabic lexical items,
研制一种能发射远程巡航导弹的新型潜艇,0,1,polysyllabic lexical items,
研制用于通讯的玻璃纤维导线,0,1,polysyllabic lexical items,
掩盖推行反动政策,1,0,polysyllabic lexical items,
掩护别的部队往小山上撤退,0,1,polysyllabic lexical items,
掩饰,2,0,disyllabic lexical items,
掩饰其内战罪行,1,0,polysyllabic lexical items,
演,1,0,monosyllabic lexical items,
演《沙家浜》,1,0,polysyllabic lexical items,
演《胭脂虎》,0,1,polysyllabic lexical items,
演《英雄》,1,0,polysyllabic lexical items,
演《玉堂春》,2,0,polysyllabic lexical items,
演电影,3,0,polysyllabic lexical items,
演电影《跟踪追击》,1,0,polysyllabic lexical items,
演恐怖片,1,0,polysyllabic lexical items,
演希腊一个喜剧,1,0,polysyllabic lexical items,
演戏,7,0,disyllabic lexical items,
演小天鹅,1,0,polysyllabic lexical items,
演一出戏,1,0,polysyllabic lexical items,
演游园惊梦,0,1,polysyllabic lexical items,
演这些很边缘的角色,1,0,polysyllabic lexical items,
养花草,1,0,polysyllabic lexical items,
邀请,1,0,disyllabic lexical items,
邀请他去总部面试,1,0,polysyllabic lexical items,
邀请已经住在杭州多年的黄宾虹回到学校,1,0,polysyllabic lexical items,
摇晃,8,0,disyllabic lexical items,
摇铃,1,0,disyllabic lexical items,
摇头,4,0,disyllabic lexical items,
咬,1,0,monosyllabic lexical items,
咬耳朵谈心,1,0,polysyllabic lexical items,
咬瓜,1,0,disyllabic lexical items,
咬他的皮鞋,2,0,polysyllabic lexical items,
咬他的心,1,0,polysyllabic lexical items,
咬他底脑筋,1,0,polysyllabic lexical items,
咬嘴唇,1,0,polysyllabic lexical items,
兴奋,1,0,disyllabic lexical items,
要把联合国变成它们干涉匈牙利内政进行冷战的工具,0,1,polysyllabic lexical items,
要东西吃,1,0,polysyllabic lexical items,
要饭催菜,1,0,polysyllabic lexical items,
要保持现状,0,1,polysyllabic lexical items,
要咳出它来,1,0,polysyllabic lexical items,
要求,1,0,disyllabic lexical items,
要求“公平”,1,0,polysyllabic lexical items,
要求不可能得到的东西,0,1,polysyllabic lexical items,
要求发配粮,1,0,polysyllabic lexical items,
要求割让突尼斯,1,0,polysyllabic lexical items,
要求各国停止与伊朗经贸往来,1,0,polysyllabic lexical items,
要求民主、反对独裁,1,0,polysyllabic lexical items,
要求它不可能得到的东西,0,1,polysyllabic lexical items,
要人,1,0,disyllabic lexical items,
要求装饭下去,1,0,polysyllabic lexical items,
要我向他靠拢,1,0,polysyllabic lexical items,
依靠科学研究工作来推,0,1,polysyllabic lexical items,
移出,0,1,disyllabic lexical items,
移动,14,4,disyllabic lexical items,
要想一句话转圜,0,2,polysyllabic lexical items,
议论,21,2,disyllabic lexical items,
议论“许三多艺术形象”的审美价值,1,0,polysyllabic lexical items,
议论辩驳「无产阶级的文艺」的问题,0,1,polysyllabic lexical items,
议论厂里开除了三个人,1,0,polysyllabic lexical items,
议论纷纷,1,0,polysyllabic lexical items,
议论工作重点转移问题,1,0,polysyllabic lexical items,
议论今年好收成,0,1,polysyllabic lexical items,
议论开田凭啥能上电视,1,0,polysyllabic lexical items,
议论你们两个的没脸事,1,0,polysyllabic lexical items,
议论山楂树现象,1,0,polysyllabic lexical items,
议论什么,3,0,polysyllabic lexical items,
议论十五那天日本兵要来收白面和猪,1,0,polysyllabic lexical items,
议论树与钱的关系,1,0,polysyllabic lexical items,
议论他和巧珍的“不正经”,0,1,polysyllabic lexical items,
议论他们,1,0,polysyllabic lexical items,
议论他们两个,1,0,polysyllabic lexical items,
议论同样的事,2,0,polysyllabic lexical items,
议论我,1,0,polysyllabic lexical items,
议论这本书,1,0,polysyllabic lexical items,
议论这次湖心之游,1,0,polysyllabic lexical items,
隐藏自己的宇宙,1,0,polysyllabic lexical items,
隐入历史深处,0,1,polysyllabic lexical items,
印《挺进报》,1,0,polysyllabic lexical items,
印一盒檀香,1,0,polysyllabic lexical items,
应用,1,0,disyllabic lexical items,
应用到生产领域中去,0,1,polysyllabic lexical items,
迎接八方来客,0,1,polysyllabic lexical items,
迎接咱们,1,0,polysyllabic lexical items,
迎接准备参加第十六届奥林匹克运动会的中国运动员们,0,1,polysyllabic lexical items,
迎来第三次创作高潮,0,1,polysyllabic lexical items,
映出好模范,2,0,polysyllabic lexical items,
拥抱,1,0,disyllabic lexical items,
涌进停泊区,0,1,polysyllabic lexical items,
涌现出,0,1,polysyllabic lexical items,
用,3,0,monosyllabic lexical items,
用“蚕网”“替蚕砂”,0,1,polysyllabic lexical items,
用“利普斯的功德无量的德译本《人性论》”,1,0,polysyllabic lexical items,
用“一国营，二集体，倒霉也不去当个体”的标准选择职业,1,0,polysyllabic lexical items,
用「勿令再失」的老话来掩丑,1,0,polysyllabic lexical items,
用2009年谷歌的各种技术去谈恋爱,1,0,polysyllabic lexical items,
用北大西洋公约,1,0,polysyllabic lexical items,
用餐,0,1,disyllabic lexical items,
用大木桩撞门,1,0,polysyllabic lexical items,
用刀叉,1,0,polysyllabic lexical items,
用电灯代替煤油灯,0,1,polysyllabic lexical items,
用废电池换鲜花绿植,1,0,polysyllabic lexical items,
用更准确的能携带大量弹头的发射系统取代了较老的陆基导弹,0,1,polysyllabic lexical items,
用公款大量买书订报发给个人,1,0,polysyllabic lexical items,
用古巴青年的鲜血偿还苏联的债务,0,1,polysyllabic lexical items,
用谷歌的整合搜索查询信息,1,0,polysyllabic lexical items,
用话套我,1,0,polysyllabic lexical items,
用尖头的竹筷拣“头眠”,0,1,polysyllabic lexical items,
用力,1,0,disyllabic lexical items,
用柳枝扎一个不大的花圈架,0,1,polysyllabic lexical items,
用茅草扎成长束,0,1,polysyllabic lexical items,
用少妇扮少女、用晚春代早春,1,0,polysyllabic lexical items,
用施莱尔马赫翻译的《柏拉图全集》,1,0,polysyllabic lexical items,
用实际的行动证实它在日内瓦说过的话,1,0,polysyllabic lexical items,
用数字说明，谷歌的市场份额在迅速滑落,1,0,polysyllabic lexical items,
用思,0,1,disyllabic lexical items,
用他们的卖身钱办这样杂志,1,0,polysyllabic lexical items,
用他们自己的眼睛来看问题,1,0,polysyllabic lexical items,
用他自己的作品来推翻,1,0,polysyllabic lexical items,
用她的钱,1,0,polysyllabic lexical items,
用她多年苦练的“无相神功”，来伤自己五脏六腑,1,0,polysyllabic lexical items,
用她破了皮肤的手，将线放在小小的木架上，缕成直而有条理的形式,0,1,polysyllabic lexical items,
用午餐,0,1,polysyllabic lexical items,
用鲜血和愤怒的示威来抵抗美军在东京郊外扩大原子弹飞机机场的暴政,1,0,polysyllabic lexical items,
用心思,1,0,polysyllabic lexical items,
用心听,1,0,polysyllabic lexical items,
用虚伪的态度来对待这个毫无保留爱着他的人,1,0,polysyllabic lexical items,
用一串新名词活埋,1,0,polysyllabic lexical items,
用音乐反对战争,1,0,polysyllabic lexical items,
用银行卡,1,0,polysyllabic lexical items,
用早餐,1,0,polysyllabic lexical items,
用这个词,1,0,polysyllabic lexical items,
用这样的词汇互相试探和鼓励,1,0,polysyllabic lexical items,
疑惑,1,1,disyllabic lexical items,
犹豫,5,6,disyllabic lexical items,
犹豫担心,1,0,polysyllabic lexical items,
犹豫是否要跟他上汽车,0,1,polysyllabic lexical items,
犹豫是否应该进去,0,1,polysyllabic lexical items,
犹豫要不要洗澡,1,0,polysyllabic lexical items,
犹豫怎么办,0,1,polysyllabic lexical items,
犹豫怎么介绍柳生,0,1,polysyllabic lexical items,
游,1,0,monosyllabic lexical items,
游弋,1,0,disyllabic lexical items,
游泳,1,0,disyllabic lexical items,
预备讲义,0,1,polysyllabic lexical items,
预备拿《圣经》到市场去卖,0,1,polysyllabic lexical items,
预备泥房土和垫圈土,1,0,polysyllabic lexical items,
预备入美国籍,1,0,polysyllabic lexical items,
预备烧晚饭,0,1,polysyllabic lexical items,
预备英语,0,2,polysyllabic lexical items,
预备早饭,1,0,polysyllabic lexical items,
遇到严重的补给问题,0,1,polysyllabic lexical items,
怨我,1,0,disyllabic lexical items,
阅读,2,0,disyllabic lexical items,
阅读“中国关键词”,1,0,polysyllabic lexical items,
阅读《人民日报》,1,0,polysyllabic lexical items,
阅读评论新星的文章,0,1,polysyllabic lexical items,
阅读一份开城前线的战报,0,1,polysyllabic lexical items,
阅读赠阅的《人民日报》,0,1,polysyllabic lexical items,
运粪,1,0,disyllabic lexical items,
运来矿区,0,1,polysyllabic lexical items,
运料,0,1,disyllabic lexical items,
运输谷物,0,1,polysyllabic lexical items,
运输应用材料等,0,1,polysyllabic lexical items,
运送一批枪枝,0,1,polysyllabic lexical items,
运行,3,1,disyllabic lexical items,
运用,1,0,disyllabic lexical items,
运用“互联网”思维,1,0,polysyllabic lexical items,
运用武力,0,1,polysyllabic lexical items,
运用直接法测定单晶体结构问题著书,0,1,polysyllabic lexical items,
酝酿,5,3,disyllabic lexical items,
酝酿北大西洋集团垮台后自立门户,1,0,polysyllabic lexical items,
酝酿庇护印度侵略的新丑剧,1,0,polysyllabic lexical items,
酝酿别人为代表候选人,1,0,polysyllabic lexical items,
酝酿采取必要反报复措施,0,1,polysyllabic lexical items,
酝酿成立全美武术协会,1,0,polysyllabic lexical items,
酝酿成立统一的学联,0,1,polysyllabic lexical items,
酝酿成立学生自治会,1,0,polysyllabic lexical items,
酝酿和发展,1,0,polysyllabic lexical items,
酝酿近期给职工普调工资,0,1,polysyllabic lexical items,
酝酿巨变,0,1,polysyllabic lexical items,
酝酿什么新的人生计划,1,0,polysyllabic lexical items,
酝酿响应支援,1,0,polysyllabic lexical items,
酝酿新的斗争,1,0,polysyllabic lexical items,
酝酿一次朝鲜式的战争,0,1,polysyllabic lexical items,
酝酿一个政治解决的方案,0,1,polysyllabic lexical items,
酝酿一系列贸易保护法案,1,0,polysyllabic lexical items,
酝酿战争,1,0,polysyllabic lexical items,
酝酿支援惨遭火灾的工人的斗争,1,0,polysyllabic lexical items,
酝酿转向经营,1,0,polysyllabic lexical items,
砸石头,1,0,polysyllabic lexical items,
砸她的锅,1,0,polysyllabic lexical items,
砸一柄剑,0,1,polysyllabic lexical items,
栽红薯,1,0,polysyllabic lexical items,
尽一切必要的努力,1,0,polysyllabic lexical items,
赞美他,1,0,polysyllabic lexical items,
赞美她的容貌,1,0,polysyllabic lexical items,
糟蹋老百姓,1,0,polysyllabic lexical items,
造饭,0,1,disyllabic lexical items,
造谣,2,0,disyllabic lexical items,
责备他,2,0,polysyllabic lexical items,
责备他怕死,1,0,polysyllabic lexical items,
责备她,1,0,polysyllabic lexical items,
责备她底心爱的孩子,1,0,polysyllabic lexical items,
责备她那次不该挺身而出,1,0,polysyllabic lexical items,
责备我,2,0,polysyllabic lexical items,
责备兄弟,1,0,polysyllabic lexical items,
责备燕西,4,0,polysyllabic lexical items,
责备丈夫,1,0,polysyllabic lexical items,
责备自己,2,0,polysyllabic lexical items,
责备自己的失职,0,1,polysyllabic lexical items,
忧虑,4,0,disyllabic lexical items,
增加,42,7,disyllabic lexical items,
增加大家的风险,1,0,polysyllabic lexical items,
增加防御能力,0,1,polysyllabic lexical items,
增加军备,1,0,polysyllabic lexical items,
增加收入节省开支,1,0,polysyllabic lexical items,
增加新的混乱,1,0,polysyllabic lexical items,
增长,31,7,disyllabic lexical items,
增长还是放缓,1,0,polysyllabic lexical items,
增长和巩固,0,1,polysyllabic lexical items,
增长和加强,0,1,polysyllabic lexical items,
扎大红花,1,0,polysyllabic lexical items,
扎花,1,0,disyllabic lexical items,
扎皮带,0,1,polysyllabic lexical items,
炸卡赛,0,1,polysyllabic lexical items,
炸我们,0,1,polysyllabic lexical items,
粘贴邮票,0,1,polysyllabic lexical items,
展开,0,14,disyllabic lexical items,
展开不屈不挠的斗争,0,1,polysyllabic lexical items,
展开大规模的销售,0,1,polysyllabic lexical items,
展开调查,0,2,polysyllabic lexical items,
展开斗争,0,1,polysyllabic lexical items,
展开攻势机动灵活消灭敌人,0,1,polysyllabic lexical items,
